,naics,desc,n_naics
1561,52429,Other insurance related activities,6
1564,525,"Funds, trusts, and other financial vehicles",6
1566,5259,Other investment pools and funds,6
1567,52591,Open-end investment funds,6
1569,52599,Other financial vehicles,6
1571,53,Real estate and rental and leasing,6
1572,531,Real estate,6
1573,5311,Lessors of real estate,6
1574,53111,Lessors of residential buildings and dwellings,6
1576,53113,Lessors of miniwarehouses and self-storage units,6
1577,5312,Offices of real estate agents and brokers,6
1579,53112,Lessors of nonresidential buildings (except miniwarehouses),6
1581,53119,Lessors of other real estate property,6
1583,53121,Offices of real estate agents and brokers,6
1585,5313,Activities related to real estate,6
1586,53131,Real estate property managers,6
1589,53132,Offices of real estate appraisers,6
1591,53139,Other activities related to real estate,6
1593,532,Rental and leasing services,6
1594,53211,Passenger car rental and leasing,6
1595,5321,Automotive equipment rental and leasing,6
1598,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",6
1600,5322,Consumer goods rental,6
1601,53221,Consumer electronics and appliances rental,6
1603,53222,Formal wear and costume rental,6
1605,53223,Video tape and disc rental,6
1607,53229,Other consumer goods rental,6
1610,5323,General rental centers,6
1612,53231,General rental centers,6
1614,5324,Commercial and industrial machinery and equipment rental and leasing,6
1615,53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",6
1618,53242,Office machinery and equipment rental and leasing,6
1621,53249,Other commercial and industrial machinery and equipment rental and leasing,6
1623,5411,Legal services,6
1624,533,Lessors of nonfinancial intangible assets (except copyrighted works),6
1625,54111,Offices of lawyers,6
1626,5331,Lessors of nonfinancial intangible assets (except copyrighted works),6
1627,53311,Lessors of nonfinancial intangible assets (except copyrighted works),6
1628,54,"Professional, scientific, and technical services",6
1629,541,"Professional, scientific, and technical services",6
1631,54119,Other legal services,6
1633,5412,"Accounting, tax preparation, bookkeeping, and payroll services",6
1634,54121,"Accounting, tax preparation, bookkeeping, and payroll services",6
1640,5413,"Architectural, engineering, and related services",6
1641,54131,Architectural services,6
1643,54132,Landscape architectural services,6
1645,54133,Engineering services,6
1647,54134,Drafting services,6
1649,54135,Building inspection services,6
1650,54141,Interior design services,6
1652,54136,Geophysical surveying and mapping services,6
1655,54137,Surveying and mapping (except geophysical) services,6
1657,54138,Testing laboratories,6
1659,5414,Specialized design services,6
1660,54142,Industrial design services,6
1662,54143,Graphic design services,6
1664,54149,Other specialized design services,6
1667,54151,Computer systems design and related services,6
1668,5415,Computer systems design and related services,6
1672,5416,"Management, scientific, and technical consulting services",6
1673,54161,Management consulting services,6
1679,54162,Environmental consulting services,6
1681,54169,Other scientific and technical consulting services,6
1683,5417,Scientific research and development services,6
1684,54171,"Research and development in the physical, engineering, and life sciences",6
1686,54172,Research and development in the social sciences and humanities,6
1689,5418,"Advertising, public relations, and related services",6
1690,54181,Advertising agencies,6
1692,54182,Public relations agencies,6
1694,54183,Media buying agencies,6
1696,54184,Media representatives,6
1698,54185,Display advertising,6
1700,54186,Direct mail advertising,6
1702,54187,Advertising material distribution services,6
1704,54189,Other services related to advertising,6
1706,5419,"Other professional, scientific, and technical services",6
1707,54191,Marketing research and public opinion polling,6
1709,54192,Photographic services,6
1712,54193,Translation and interpretation services,6
1714,54194,Veterinary services,6
1716,54199,"All other professional, scientific, and technical services",6
1718,55,Management of companies and enterprises,6
1719,551,Management of companies and enterprises,6
1720,5511,Management of companies and enterprises,6
1721,55111,Management of companies and enterprises,6
1725,561,Administrative and support services,6
1726,56,Administrative and support and waste management and remediation services,6
1727,56111,Office administrative services,6
1728,5611,Office administrative services,6
1730,5612,Facilities support services,6
1731,56121,Facilities support services,6
1732,5613,Employment services,6
1734,56131,Employment placement agencies and executive search services,6
1737,56132,Temporary help services,6
1739,56133,Professional employer organizations,6
1741,5614,Business support services,6
1742,56141,Document preparation services,6
1744,56142,Telephone call centers,6
1747,56143,Business service centers,6
1748,56144,Collection agencies,6
1752,56145,Credit bureaus,6
1754,56149,Other business support services,6
1758,56151,Travel agencies,6
1759,56152,Tour operators,6
1761,56159,Other travel arrangement and reservation services,6
1764,5615,Travel arrangement and reservation services,6
1765,5616,Investigation and security services,6
1767,56161,"Investigation, guard, and armored car services",6
1771,56162,Security systems services,6
1774,5617,Services to buildings and dwellings,6
1775,56171,Exterminating and pest control services,6
1777,56172,Janitorial services,6
1779,56173,Landscaping services,6
1781,56179,Other services to buildings and dwellings,6
1783,56174,Carpet and upholstery cleaning services,6
1786,5619,Other support services,6
1787,56191,Packaging and labeling services,6
1788,56192,Convention and trade show organizers,6
1790,56199,All other support services,6
1791,562,Waste management and remediation services,6
1792,5621,Waste collection,6
1793,56211,Waste collection,6
1798,5622,Waste treatment and disposal,6
1799,56221,Waste treatment and disposal,6
1804,5629,Remediation and other waste management services,6
1805,56291,Remediation services,6
1807,56292,Materials recovery facilities,6
1809,56299,All other waste management services,6
1812,61,Educational services,6
1813,611,Educational services,6
1814,6111,Elementary and secondary schools,6
1815,61111,Elementary and secondary schools,6
1817,6112,Junior colleges,6
1818,61121,Junior colleges,6
1820,6113,"Colleges, universities, and professional schools",6
1821,61131,"Colleges, universities, and professional schools",6
1823,6114,Business schools and computer and management training,6
1824,61141,Business and secretarial schools,6
1826,61142,Computer training,6
1828,61143,Professional and management development training,6
1830,6115,Technical and trade schools,6
1831,61151,Technical and trade schools,6
1836,6116,Other schools and instruction,6
1838,6117,Educational support services,6
1839,61171,Educational support services,6
1840,61161,Fine arts schools,6
1842,61162,Sports and recreation instruction,6
1844,61163,Language schools,6
1846,61169,All other schools and instruction,6
1850,62,Health care and social assistance,6
1851,621,Ambulatory health care services,6
1852,6211,Offices of physicians,6
1853,6212,Offices of dentists,6
1854,62111,Offices of physicians,6
1857,62121,Offices of dentists,6
1859,6213,Offices of other health practitioners,6
1860,62131,Offices of chiropractors,6
1862,62132,Offices of optometrists,6
1864,62133,Offices of mental health practitioners (except physicians),6
1866,62134,"Offices of physical, occupational and speech therapists, and audiologists",6
1867,62142,Outpatient mental health and substance abuse centers,6
1868,62139,Offices of all other health practitioners,6
1872,6214,Outpatient care centers,6
1873,62141,Family planning centers,6
1876,62149,Other outpatient care centers,6
1880,6216,Home health care services,6
1882,62161,Home health care services,6
1885,6215,Medical and diagnostic laboratories,6
1886,62151,Medical and diagnostic laboratories,6
1888,6219,Other ambulatory health care services,6
1889,62191,Ambulance services,6
1891,62199,All other ambulatory health care services,6
1894,622,Hospitals,6
1895,62311,Nursing care facilities,6
1896,6221,General medical and surgical hospitals,6
1897,6231,Nursing care facilities,6
1898,62211,General medical and surgical hospitals,6
1900,6222,Psychiatric and substance abuse hospitals,6
1901,62221,Psychiatric and substance abuse hospitals,6
1903,6223,Specialty (except psychiatric and substance abuse) hospitals,6
1904,62231,Specialty (except psychiatric and substance abuse) hospitals,6
1906,623,Nursing and residential care facilities,6
1908,6232,"Residential mental retardation, mental health and substance abuse facilities",6
1910,62322,Residential mental health and substance abuse facilities,6
1911,62321,Residential mental retardation facilities,6
1913,6233,Community care facilities for the elderly,6
1914,62331,Community care facilities for the elderly,6
1917,6239,Other residential care facilities,6
1918,624,Social assistance,6
1919,62399,Other residential care facilities,6
1921,6241,Individual and family services,6
1922,62411,Child and youth services,6
1924,62412,Services for the elderly and persons with disabilities,6
1926,62419,Other individual and family services,6
1928,6242,"Community food and housing, and emergency and other relief services",6
1929,62421,Community food services,6
1931,62422,Community housing services,6
1934,62423,Emergency and other relief services,6
1936,6243,Vocational rehabilitation services,6
1937,62431,Vocational rehabilitation services,6
1938,6244,Child day care services,6
1940,62441,Child day care services,6
1942,71,"Arts, entertainment, and recreation",6
1944,711,"Performing arts, spectator sports, and related industries",6
1945,7111,Performing arts companies,6
1946,71111,Theater companies and dinner theaters,6
1947,71112,Dance companies,6
1949,71113,Musical groups and artists,6
1951,71119,Other performing arts companies,6
1952,7112,Spectator sports,6
1954,71121,Spectator sports,6
1958,71131,"Promoters of performing arts, sports, and similar events with facilities",6
1959,7113,"Promoters of performing arts, sports, and similar events",6
1961,71132,"Promoters of performing arts, sports, and similar events without facilities",6
1962,7115,"Independent artists, writers, and performers",6
1963,71151,"Independent artists, writers, and performers",6
1966,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",6
1967,71141,"Agents and managers for artists, athletes, entertainers, and other public figures",6
1969,712,"Museums, historical sites, and similar institutions",6
1970,7121,"Museums, historical sites, and similar institutions",6
1971,71211,Museums,6
1973,71212,Historical sites,6
1976,71219,Nature parks and other similar institutions,6
1978,713,"Amusement, gambling, and recreation industries",6
1979,7131,Amusement parks and arcades,6
1980,71311,Amusement and theme parks,6
1981,71213,Zoos and botanical gardens,6
1983,71312,Amusement arcades,6
1985,71321,Casinos (except casino hotels),6
1986,7132,Gambling industries,6
1988,71329,Other gambling industries,6
1990,7139,Other amusement and recreation industries,6
1991,71391,Golf courses and country clubs,6
1993,71392,Skiing facilities,6
1994,71393,Marinas,6
1997,71394,Fitness and recreational sports centers,6
1999,71395,Bowling centers,6
2001,71399,All other amusement and recreation industries,6
2003,721,Accommodation,6
2004,7211,Traveler accommodation,6
2005,72112,Casino hotels,6
2007,72111,Hotels (except casino hotels) and motels,6
2008,72,Accommodation and food services,6
2010,72119,Other traveler accommodation,6
2013,7212,RV (recreational vehicle) parks and recreational camps,6
2014,72121,RV (recreational vehicle) parks and recreational camps,6
2017,7213,Rooming and boarding houses,6
2018,72131,Rooming and boarding houses,6
2020,722,Food services and drinking places,6
2021,72211,Full-service restaurants,6
2022,7221,Full-service restaurants,6
2024,7222,Limited-service eating places,6
2025,72221,Limited-service eating places,6
2029,7223,Special food services,6
2030,72231,Food service contractors,6
2032,72232,Caterers,6
2034,72233,Mobile food services,6
2036,7224,Drinking places (alcoholic beverages),6
2037,72241,Drinking places (alcoholic beverages),6
2039,81,Other services (except public administration),6
2040,811,Repair and maintenance,6
2041,8111,Automotive repair and maintenance,6
2042,81111,Automotive mechanical and electrical repair and maintenance,6
2047,81112,"Automotive body, paint, interior, and glass repair",6
2050,81119,Other automotive repair and maintenance,6
2054,8112,Electronic and precision equipment repair and maintenance,6
2055,81121,Electronic and precision equipment repair and maintenance,6
2060,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,6
2061,81131,Commercial machinery repair and maintenance,6
2063,8114,Personal and household goods repair and maintenance,6
2064,81141,Home and garden equipment and appliance repair and maintenance,6
2067,81142,Reupholstery and furniture repair,6
2070,81143,Footwear and leather goods repair,6
2071,81149,Other personal and household goods repair and maintenance,6
2073,812,Personal and laundry services,6
2074,8121,Personal care services,6
2075,81211,"Hair, nail, and skin care services",6
2079,81232,Drycleaning and laundry services (except coin-operated),6
2081,81219,Other personal care services,6
2084,8122,Death care services,6
2085,81221,Funeral homes and funeral services,6
2087,81222,Cemeteries and crematories,6
2089,8123,Drycleaning and laundry services,6
2090,81231,Coin-operated laundries and drycleaners,6
2092,81233,Linen and uniform supply,6
2095,8129,Other personal services,6
2096,81291,Pet care (except veterinary) services,6
2098,81292,Photofinishing,6
2101,81293,Parking lots and garages,6
2103,81299,All other personal services,6
2105,813,"Religious, grantmaking, civic, professional, and similar organizations",6
2106,8131,Religious organizations,6
2107,81311,Religious organizations,6
2110,8132,Grantmaking and giving services,6
2112,81321,Grantmaking and giving services,6
2116,8133,Social advocacy organizations,6
2117,81331,Social advocacy organizations,6
2118,8134,Civic and social organizations,6
2119,81341,Civic and social organizations,6
2121,8139,"Business, professional, labor, political, and similar organizations",6
2122,81391,Business associations,6
2124,81392,Professional organizations,6
2127,81393,Labor unions and similar labor organizations,6
2129,81394,Political organizations,6
2132,99,Industries not classified,6
2133,81399,"Other similar organizations (except business, professional, labor, and political organizations)",6
