naics,enduse_cat,not_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
325212,Direct Uses-Total Process,TRUE,Machine Drive,2.03,2,0,0.01,0.01,0.01,0,0
325212,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0,0,0.01,0.01,0,0,0
325212,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.01,1,0,0,0.01,0,0,0
325212,Direct Uses-Total Process,TRUE,Process Heating,1.02,0.01,0,0.01,1,0,0,0
325212,End Use Not Reported,FALSE,End Use Not Reported,10.03,0.01,0,0.01,0,0.01,0,10
325212,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,19.04,0.01,0,0.02,18,0.01,1,0
325212,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,11.02,0,0,0.01,10,0.01,1,0
325212,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,8.02,0.01,0,0.01,8,0,0,0
325212,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,34.15,4,0,0.09,19,0.06,1,10
325220,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.1,2,0,0.04,0.03,0.03,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.02,1,0,0,0.01,0.01,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0.01,0.01,0,0,0
325220,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
325220,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,13.07,9,0.01,0.02,4,0.03,0.01,0
325220,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325220,Direct Uses-Total Process,TRUE,Machine Drive,6.03,6,0,0.01,0.01,0.01,0,0
325220,Direct Uses-Total Process,TRUE,Other Process Use,1.02,1,0,0,0.01,0.01,0,0
325220,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2,1,0,0,1,0,0,0
325220,Direct Uses-Total Process,TRUE,Process Heating,4.04,1,0.01,0.01,3,0.01,0.01,0
325220,End Use Not Reported,FALSE,End Use Not Reported,0.03,0,0,0,0.01,0.01,0,0.01
325220,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,19.05,0.01,0.01,0.02,9,0.01,10,0
325220,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,14.01,0,0,0.01,5,0,9,0
325220,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,5.04,0.01,0.01,0.01,4,0.01,1,0
325220,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,34.19,11,0.02,0.08,13,0.08,10,0.01
325311,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.07,2,0,0.03,0.02,0.02,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.02,1,0,0,0.01,0.01,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.01,0,0,0.01,0,0,0
325311,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.01,0,0.01,0,0,0,0
325311,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,125.05,10,0,0.04,115,0.01,0,0
325311,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325311,Direct Uses-Total Process,TRUE,Machine Drive,11.01,8,0,0.01,3,0,0,0
325311,Direct Uses-Total Process,TRUE,Other Process Use,9.02,0.01,0,0.01,9,0,0,0
325311,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.02,1,0,0.01,0.01,0,0,0
325311,Direct Uses-Total Process,TRUE,Process Heating,104.02,1,0,0.01,103,0.01,0,0
325311,End Use Not Reported,FALSE,End Use Not Reported,18.01,1,0,0,7,0.01,0,10
325311,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,36.03,0.01,0.01,0,36,0.01,0,0
325311,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,24.02,0,0.01,0,24,0.01,0,0
325311,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,12.01,0.01,0,0,12,0,0,0
325311,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,181.13,13,0.01,0.07,158,0.05,0,10
325312,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.09,0.05,0,1,0.02,0.02,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.03,0.01,0,0,0.01,0.01,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.02,0.01,0,1,0,0.01,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.01,0,0,0.01,0,0,0
325312,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.01,0,0.01,0,0,0,0
325312,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,28.04,6,0,0.02,22,0.02,0,0
325312,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
325312,Direct Uses-Total Process,TRUE,Machine Drive,6.01,6,0,0.01,0,0,0,0
325312,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0,0,0.01,0.01,0.01,0,0
325312,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0.01,0,0,0
325312,Direct Uses-Total Process,TRUE,Process Heating,21.02,0.01,0,0,21,0.01,0,0
325312,End Use Not Reported,FALSE,End Use Not Reported,0.03,0.01,0,0,0.01,0,0,0.01
325312,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,6.03,0.2,0.01,1,3,0.01,2,0
325312,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,5.02,0,0.01,1,2,0.01,2,0
325312,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.01,0.2,0,0,1,0,0,0
325312,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,36.07,7,0.01,2,25,0.05,2,0.01
325412,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,14.1,9,0,0.5,4,0.05,1,0
325412,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.1,0.01,0.01,0,0
325412,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,11.02,6,0,0.1,4,0.01,1,0
325412,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
325412,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.1,0.01,0.01,0,0
325412,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,1,0,0.1,0.01,0.01,0,0
325412,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.1,0.01,0.01,0,0
325412,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,13.07,10,0,0.4,3,0.03,0,0
325412,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325412,Direct Uses-Total Process,TRUE,Machine Drive,5.03,5,0,0.1,0.01,0.01,0,0
325412,Direct Uses-Total Process,TRUE,Other Process Use,1.03,0.01,0,0.1,1,0.01,0,0
325412,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,3.02,3,0,0.1,0.01,0,0,0
325412,Direct Uses-Total Process,TRUE,Process Heating,3.02,1,0,0.1,2,0.01,0,0
325412,End Use Not Reported,FALSE,End Use Not Reported,3.02,0.01,0,0,0.01,0,0,3
325412,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,16.05,0.01,0,0.1,14,0.02,2,0
325412,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,8.02,0,0,0.01,6,0.01,2,0
325412,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,8.04,0.01,0,0.09,8,0.01,0.01,0
325412,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,47.1,19,0,1,21,0.1,3,3
325992,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.12,1,0,0.05,0.04,0.03,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.01,0.01,0.01,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
325992,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0.01,0,0,0
325992,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,3.04,2,0,0.01,1,0.03,0,0
325992,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325992,Direct Uses-Total Process,TRUE,Machine Drive,1.03,1,0,0.01,0.01,0.01,0,0
325992,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0.01,0,0,0.01,0,0,0
325992,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.01,1,0,0,0,0.01,0,0
325992,Direct Uses-Total Process,TRUE,Process Heating,1.02,0.01,0,0,1,0.01,0,0
325992,End Use Not Reported,FALSE,End Use Not Reported,2.03,0.01,0,0,0.01,0.01,0,2
325992,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,2.04,0.01,0.01,0.01,2,0.01,0,0
325992,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.03,0,0.01,0.01,1,0.01,0,0
325992,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.01,0.01,0,0,1,0,0,0
325992,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,9.16,3,0.01,0.07,4,0.08,0,2
327120,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.08,1,0,0.5,2,0.04,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.125,0.25,0.01,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.2,0,0.125,1,0.01,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.2,0,0,0,0,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.2,0,0.125,0.25,0.01,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.2,0,0,0.25,0.01,0,0
327120,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.2,0,0.125,0.25,0,0,0
327120,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,37.07,4,0.01,0.5,32,0.03,1,0
327120,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
327120,Direct Uses-Total Process,TRUE,Machine Drive,3.03,3,0,0.166666667,0.01,0.01,0,0
327120,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.166666667,0.01,0.01,0,0
327120,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
327120,Direct Uses-Total Process,TRUE,Process Heating,34.03,1,0.01,0.166666667,32,0.01,1,0
327120,End Use Not Reported,FALSE,End Use Not Reported,2.04,0.01,0,0.01,1,0.01,0.01,1
327120,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.01,0.01,0,0,1,0,0,0
327120,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1,0,0,0,1,0,0,0
327120,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0,0.01,0,0,0
327120,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,43.09,5,0.01,1,35,0.08,1,1
327211,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.07,1,0,0.04,1,0.03,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.25,0,0.01,1,0.01,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.25,0,0,0,0,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.25,0,0.01,0,0.01,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.25,0,0,0.01,0.01,0,0
327211,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.01,0,0,0.01,0,0,0,0
327211,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,48.04,5,0,0.02,43,0.02,0,0
327211,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
327211,Direct Uses-Total Process,TRUE,Machine Drive,4.01,2,0,0.01,2,0,0,0
327211,Direct Uses-Total Process,TRUE,Other Process Use,1.03,0.01,0,0.01,1,0.01,0,0
327211,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2.01,0.01,0,0,2,0,0,0
327211,Direct Uses-Total Process,TRUE,Process Heating,41.01,2,0,0,39,0.01,0,0
327211,End Use Not Reported,FALSE,End Use Not Reported,11.03,0.01,0,0.01,2,0.01,0,9
327211,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.02,0.01,0,0,0.01,0,0,0
327211,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0,0,0,0,0,0,0,0
327211,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0,0.01,0,0,0
327211,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,62.13,6,0,0.07,47,0.06,0,9
327212,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.06,1,0,0.03,1,0.03,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,2.01,1,0,0,1,0.01,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.01,0,0,0.01,0,0,0
327212,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0,0,0.01,0,0.01,0,0
327212,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,26.06,6,0,0.03,20,0.03,0,0
327212,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
327212,Direct Uses-Total Process,TRUE,Machine Drive,3.02,2,0,0.01,1,0.01,0,0
327212,Direct Uses-Total Process,TRUE,Other Process Use,1.03,0.01,0,0.01,1,0.01,0,0
327212,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.01,1,0,0,0.01,0,0,0
327212,Direct Uses-Total Process,TRUE,Process Heating,22.02,3,0,0.01,19,0.01,0,0
327212,End Use Not Reported,FALSE,End Use Not Reported,0.02,0,0,0,0,0.01,0,0.01
327212,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,3.03,0.01,0,0.02,3,0,0,0
327212,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,3.01,0,0,0.01,3,0,0,0
327212,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.03,0.01,0,0.01,0.01,0,0,0
327212,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,32.16,8,0,0.08,24,0.07,0,0.01
327213,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.07,1.22,0,0.04,2,0.03,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,3.02,0.6,0,0.01,2,0.01,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,0.6,0,0,0,0,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
327213,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.01,0,0,0.01,0,0,0,0
327213,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,54.05,11,0,0.03,43,0.02,0,0
327213,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
327213,Direct Uses-Total Process,TRUE,Machine Drive,7.02,6,0,0.01,1,0.01,0,0
327213,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0.5,0,0.01,0,0,0,0
327213,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.5,0,0,0.01,0,0,0
327213,Direct Uses-Total Process,TRUE,Process Heating,46.02,4,0,0.01,42,0.01,0,0
327213,End Use Not Reported,FALSE,End Use Not Reported,0.02,0,0,0,0,0.01,0,0.01
327213,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.04,0.01,0,0,0.02,0.01,0,0
327213,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.02,0,0,0,0.01,0.01,0,0
327213,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0,0.01,0,0,0
327213,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,58.15,12,0,0.07,46,0.07,0,0.01
327215,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,4.09,2,0,0.03,2,0.05,0.01,0
327215,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.01,0,0
327215,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,3.02,1,0,0,2,0.01,0.01,0
327215,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
327215,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
327215,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
327215,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
327215,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,17.05,9,0,0.02,8,0.03,0,0
327215,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.666666667,0,0,0,0,0,0
327215,Direct Uses-Total Process,TRUE,Machine Drive,3.03,3,0,0.01,0.01,0.01,0,0
327215,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.666666667,0,0.01,0.01,0.01,0,0
327215,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.666666667,0,0,0.01,0,0,0
327215,Direct Uses-Total Process,TRUE,Process Heating,12.01,4,0,0,8,0.01,0,0
327215,End Use Not Reported,FALSE,End Use Not Reported,1.04,1,0,0.01,0.01,0.01,0,0.01
327215,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.05,0.01,0.01,0.01,1,0.02,0,0
327215,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.03,0,0.01,0.01,1,0.01,0,0
327215,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.03,0.01,0,0,0.01,0.01,0,0
327215,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,22.21,11,0.01,0.07,11,0.11,0.01,0.01
327310,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,4.06,2,0,2,0.02,0.04,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.01,0.01,0.01,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.02,0.01,0,2,0,0.01,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
327310,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
327310,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,214.05,35,0.01,2,20,0.04,157,0
327310,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
327310,Direct Uses-Total Process,TRUE,Machine Drive,28.02,26,0,1,0.01,0.01,1,0
327310,Direct Uses-Total Process,TRUE,Other Process Use,1.02,1,0,0.01,0,0.01,0,0
327310,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2.02,2,0,0,0.01,0.01,0,0
327310,Direct Uses-Total Process,TRUE,Process Heating,184.02,7,0.01,1,20,0.01,156,0
327310,End Use Not Reported,FALSE,End Use Not Reported,77.04,0.01,0,0.01,0.01,0.01,0,77
327310,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.02,0.01,0,0,0.01,0,1,0
327310,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.01,0,0,0,0.01,0,1,0
327310,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.01,0.01,0,0,0,0,0,0
327310,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,298.1,38,0.01,4,21,0.09,158,77
327410,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.08,0.04,0,1,0.02,0.02,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.03,0.01,0,0,0.01,0.01,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.02,0.01,0,1,0,0.01,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.01,0,0,0.01,0,0,0
327410,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0,0,0,0,0,0,0,0
327410,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,84.06,5,0,0.03,6,0.03,73,0
327410,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
327410,Direct Uses-Total Process,TRUE,Machine Drive,4.02,4,0,0.01,0,0.01,0,0
327410,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0.01,0,0.01,0,0.01,0,0
327410,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
327410,Direct Uses-Total Process,TRUE,Process Heating,80.02,1,0,0.01,6,0.01,73,0
327410,End Use Not Reported,FALSE,End Use Not Reported,19.03,0.01,0,0.01,0,0.01,0,19
327410,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,0.01,0.01,0,0,0,0,0,0
327410,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0,0,0,0,0,0,0,0
327410,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.01,0.01,0,0,0,0,0,0
327410,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,104.06,5,0,1,6,0.06,73,19
327420,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.06,1,0,0.03,2,0.03,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0,0.01,0,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.25,0,0.01,1,0.01,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.25,0,0,0,0,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.25,0,0.01,0,0.01,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.25,0,0.01,0.01,0.01,0,0
327420,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0,0,0,0,0,0,0,0
327420,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,49.03,4,0,0.03,45,0,0,0
327420,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
327420,Direct Uses-Total Process,TRUE,Machine Drive,5.01,3,0,0.01,2,0,0,0
327420,Direct Uses-Total Process,TRUE,Other Process Use,0.01,0,0,0.01,0,0,0,0
327420,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.5,0,0,0,0,0,0
327420,Direct Uses-Total Process,TRUE,Process Heating,43.02,0.5,0,0.01,43,0,0,0
327420,End Use Not Reported,FALSE,End Use Not Reported,0.01,0,0,0,0,0,0,0.01
327420,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.02,0.01,0,0.01,1,0,0,0
327420,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,0.01,0,0,0,0.01,0,0,0
327420,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.03,0.01,0,0.01,0.01,0,0,0
327420,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,52.11,5,0,0.07,47,0.03,0,0.01
327993,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.09,1,0,0.05,2,0.04,0,0
327993,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
327993,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,2.03,0.01,0,0.01,2,0.01,0,0
327993,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
327993,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
327993,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
